label,signer_number,video_url,sign_url,signer_order
Adquirir ,3,https://libras.cin.ufpe.br/storage/videos/20210128055352_6013246066ae6.mp4,https://libras.cin.ufpe.br/sign/1216,312
Adquirir ,1,https://libras.cin.ufpe.br/storage/videos/20210505074723_609277bb662a6.mp4,https://libras.cin.ufpe.br/sign/1216,312
Adquirir ,2,https://libras.cin.ufpe.br/storage/videos/20210929043546_6154c012caa5d.mp4,https://libras.cin.ufpe.br/sign/1216,312
Adulto ,1,https://libras.cin.ufpe.br/storage/videos/20201221013450_5fe0ceaadcc19.mp4,https://libras.cin.ufpe.br/sign/77,123
Adulto ,2,https://libras.cin.ufpe.br/storage/videos/20201221013450_5fe0ceaae1996.mp4,https://libras.cin.ufpe.br/sign/77,123
Adulto ,3,https://libras.cin.ufpe.br/storage/videos/20210331112405_60648605a17b3.mp4,https://libras.cin.ufpe.br/sign/77,123
Advertir ,3,https://libras.cin.ufpe.br/storage/videos/20210331112410_6064860ab479a.mp4,https://libras.cin.ufpe.br/sign/700,312
Advertir ,1,https://libras.cin.ufpe.br/storage/videos/20210501071100_608d293422d3b.mp4,https://libras.cin.ufpe.br/sign/700,312
Advertir ,2,https://libras.cin.ufpe.br/storage/videos/20210929043605_6154c025ed4d9.mp4,https://libras.cin.ufpe.br/sign/700,312
Afogar ,1,https://libras.cin.ufpe.br/storage/videos/20210117025815_60047ab7edc61.mp4,https://libras.cin.ufpe.br/sign/524,132
Afogar ,3,https://libras.cin.ufpe.br/storage/videos/20210331112417_60648611e7e06.mp4,https://libras.cin.ufpe.br/sign/524,132
Afogar ,2,https://libras.cin.ufpe.br/storage/videos/20210929043913_6154c0e1839e5.mp4,https://libras.cin.ufpe.br/sign/524,132
Agarrar ,3,https://libras.cin.ufpe.br/storage/videos/20210128033324_60130374b8f1a.mp4,https://libras.cin.ufpe.br/sign/1122,312
Agarrar ,1,https://libras.cin.ufpe.br/storage/videos/20210501071118_608d294698fc3.mp4,https://libras.cin.ufpe.br/sign/1122,312
Agarrar ,2,https://libras.cin.ufpe.br/storage/videos/20210929043639_6154c047b5105.mp4,https://libras.cin.ufpe.br/sign/1122,312
Agasalho ,3,https://libras.cin.ufpe.br/storage/videos/20210128033346_6013038aea6d6.mp4,https://libras.cin.ufpe.br/sign/1123,312
Agasalho ,1,https://libras.cin.ufpe.br/storage/videos/20210501071138_608d295a2ff35.mp4,https://libras.cin.ufpe.br/sign/1123,312
Agasalho ,2,https://libras.cin.ufpe.br/storage/videos/20210929043657_6154c059cd862.mp4,https://libras.cin.ufpe.br/sign/1123,312
Agir (fazer) ,1,https://libras.cin.ufpe.br/storage/videos/20201221021547_5fe0d8437caae.mp4,https://libras.cin.ufpe.br/sign/91,123
Agir (fazer) ,2,https://libras.cin.ufpe.br/storage/videos/20201221021547_5fe0d84386b6e.mp4,https://libras.cin.ufpe.br/sign/91,123
Agir (fazer) ,3,https://libras.cin.ufpe.br/storage/videos/20210411084505_6072e1415cdb1.mp4,https://libras.cin.ufpe.br/sign/91,123
Agitar ,3,https://libras.cin.ufpe.br/storage/videos/20210128033420_601303ac5038c.mp4,https://libras.cin.ufpe.br/sign/1124,312
Agitar ,1,https://libras.cin.ufpe.br/storage/videos/20210505115037_6092b0bdeb7a5.mp4,https://libras.cin.ufpe.br/sign/1124,312
Agitar ,2,https://libras.cin.ufpe.br/storage/videos/20210929043716_6154c06c147ab.mp4,https://libras.cin.ufpe.br/sign/1124,312
Agora ,1,https://libras.cin.ufpe.br/storage/videos/20210126072709_6010973d06250.mp4,https://libras.cin.ufpe.br/sign/820,132
Agora ,3,https://libras.cin.ufpe.br/storage/videos/20210127091521_60115959a6c3e.mp4,https://libras.cin.ufpe.br/sign/820,132
Agora ,2,https://libras.cin.ufpe.br/storage/videos/20210929043735_6154c07f4f1ca.mp4,https://libras.cin.ufpe.br/sign/820,132
Agradável ,2,https://libras.cin.ufpe.br/storage/videos/20201224074414_5fe470fe8905d.mp4,https://libras.cin.ufpe.br/sign/216,213
Agradável ,1,https://libras.cin.ufpe.br/storage/videos/20201224064511_5fe50be7b7237.mp4,https://libras.cin.ufpe.br/sign/216,213
Agradável ,3,https://libras.cin.ufpe.br/storage/videos/20210331112433_6064862194c2d.mp4,https://libras.cin.ufpe.br/sign/216,213
Agressivo ,1,https://libras.cin.ufpe.br/storage/videos/20201221021632_5fe0d8705c1ac.mp4,https://libras.cin.ufpe.br/sign/92,123
Agressivo ,2,https://libras.cin.ufpe.br/storage/videos/20201221021632_5fe0d87060f8f.mp4,https://libras.cin.ufpe.br/sign/92,123
Agressivo ,3,https://libras.cin.ufpe.br/storage/videos/20210331112432_60648620bc2aa.mp4,https://libras.cin.ufpe.br/sign/92,123
Água ,3,https://libras.cin.ufpe.br/storage/videos/20210128055412_601324744d7ef.mp4,https://libras.cin.ufpe.br/sign/1217,312
Água ,1,https://libras.cin.ufpe.br/storage/videos/20210505115048_6092b0c800c7a.mp4,https://libras.cin.ufpe.br/sign/1217,312
Água ,2,https://libras.cin.ufpe.br/storage/videos/20210929043808_6154c0a086bf0.mp4,https://libras.cin.ufpe.br/sign/1217,312
Água congelada ,1,https://libras.cin.ufpe.br/storage/videos/20210210072949_6023b59d1f56f.mp4,https://libras.cin.ufpe.br/sign/1473,132
Água congelada ,3,https://libras.cin.ufpe.br/storage/videos/20210623032119_60d37b9f25dcc.mp4,https://libras.cin.ufpe.br/sign/1473,132
Água congelada ,2,https://libras.cin.ufpe.br/storage/videos/20210929043751_6154c08f7a650.mp4,https://libras.cin.ufpe.br/sign/1473,132
Ainda ,3,https://libras.cin.ufpe.br/storage/videos/20210411080151_6072d71f2bdfe.mp4,https://libras.cin.ufpe.br/sign/1125,312
Ainda ,1,https://libras.cin.ufpe.br/storage/videos/20210505074728_609277c04b50f.mp4,https://libras.cin.ufpe.br/sign/1125,312
Ainda ,2,https://libras.cin.ufpe.br/storage/videos/20210929043821_6154c0ada6a3c.mp4,https://libras.cin.ufpe.br/sign/1125,312
Ajoelhar ,1,https://libras.cin.ufpe.br/storage/videos/20210203121049_601abcf9a6c58.mp4,https://libras.cin.ufpe.br/sign/1349,132
Ajoelhar ,3,https://libras.cin.ufpe.br/storage/videos/20210407082405_606d9655547a7.mp4,https://libras.cin.ufpe.br/sign/1349,132
Ajoelhar ,2,https://libras.cin.ufpe.br/storage/videos/20210929043840_6154c0c087446.mp4,https://libras.cin.ufpe.br/sign/1349,132
Ajudar ,3,https://libras.cin.ufpe.br/storage/videos/20210128055431_60132487c2b98.mp4,https://libras.cin.ufpe.br/sign/1218,312
Ajudar ,1,https://libras.cin.ufpe.br/storage/videos/20210505115047_6092b0c78944d.mp4,https://libras.cin.ufpe.br/sign/1218,312
Ajudar ,2,https://libras.cin.ufpe.br/storage/videos/20210929043908_6154c0dc64bab.mp4,https://libras.cin.ufpe.br/sign/1218,312
Alarme ,1,https://libras.cin.ufpe.br/storage/videos/20201221030711_5fe0e44f50e62.mp4,https://libras.cin.ufpe.br/sign/111,123
Alarme ,2,https://libras.cin.ufpe.br/storage/videos/20201221030711_5fe0e44f573c4.mp4,https://libras.cin.ufpe.br/sign/111,123
Alarme ,3,https://libras.cin.ufpe.br/storage/videos/20210331112440_6064862836b19.mp4,https://libras.cin.ufpe.br/sign/111,123
Alce ,1,https://libras.cin.ufpe.br/storage/videos/20210114112253_600053bd7fbb2.mp4,https://libras.cin.ufpe.br/sign/407,123
Alce ,2,https://libras.cin.ufpe.br/storage/videos/20210114112253_600053bd860bd.mp4,https://libras.cin.ufpe.br/sign/407,123
Alce ,3,https://libras.cin.ufpe.br/storage/videos/20210331112506_60648642d6df4.mp4,https://libras.cin.ufpe.br/sign/407,123
Álcool ,1,https://libras.cin.ufpe.br/storage/videos/20201221030816_5fe0e49036c38.mp4,https://libras.cin.ufpe.br/sign/112,123
Álcool ,2,https://libras.cin.ufpe.br/storage/videos/20201221030816_5fe0e4903cabf.mp4,https://libras.cin.ufpe.br/sign/112,123
Álcool ,3,https://libras.cin.ufpe.br/storage/videos/20210329104554_6061da125e814.mp4,https://libras.cin.ufpe.br/sign/112,123
Alfinete ,1,https://libras.cin.ufpe.br/storage/videos/20210501071252_608d29a430ff3.mp4,https://libras.cin.ufpe.br/sign/1537,123
Alfinete ,2,https://libras.cin.ufpe.br/storage/videos/20210609072835_60c097d31af09.mp4,https://libras.cin.ufpe.br/sign/1537,123
Alfinete ,3,https://libras.cin.ufpe.br/storage/videos/20210623032133_60d37bad53880.mp4,https://libras.cin.ufpe.br/sign/1537,123
Algo ,1,https://libras.cin.ufpe.br/storage/videos/20201221124056_5fe0c2088bbce.mp4,https://libras.cin.ufpe.br/sign/64,123
Algo ,2,https://libras.cin.ufpe.br/storage/videos/20201221124056_5fe0c20890691.mp4,https://libras.cin.ufpe.br/sign/64,123
Algo ,3,https://libras.cin.ufpe.br/storage/videos/20210329075727_60625b57b5913.mp4,https://libras.cin.ufpe.br/sign/64,123
Alguns ,3,https://libras.cin.ufpe.br/storage/videos/20210127093457_60115df1872e4.mp4,https://libras.cin.ufpe.br/sign/951,321
Alguns ,2,https://libras.cin.ufpe.br/storage/videos/20210209064641_602302c1c6dce.mp4,https://libras.cin.ufpe.br/sign/951,321
Alguns ,1,https://libras.cin.ufpe.br/storage/videos/20210505074727_609277bf00d89.mp4,https://libras.cin.ufpe.br/sign/951,321
Alimentação ,1,https://libras.cin.ufpe.br/storage/videos/20210117025907_60047aebe5f1d.mp4,https://libras.cin.ufpe.br/sign/525,123
Alimentação ,2,https://libras.cin.ufpe.br/storage/videos/20210117025907_60047aebf0ddf.mp4,https://libras.cin.ufpe.br/sign/525,123
Alimentação ,3,https://libras.cin.ufpe.br/storage/videos/20210329075818_60625b8a3bcd5.mp4,https://libras.cin.ufpe.br/sign/525,123
Almoço ,1,https://libras.cin.ufpe.br/storage/videos/20210126070500_6010920ca5b9c.mp4,https://libras.cin.ufpe.br/sign/847,132
Almoço ,3,https://libras.cin.ufpe.br/storage/videos/20210411080211_6072d73340b38.mp4,https://libras.cin.ufpe.br/sign/847,132
Almoço ,2,https://libras.cin.ufpe.br/storage/videos/20210929043943_6154c0ff06d1d.mp4,https://libras.cin.ufpe.br/sign/847,132
Almofada ,1,https://libras.cin.ufpe.br/storage/videos/20210114112331_600053e36f5a5.mp4,https://libras.cin.ufpe.br/sign/408,123
Almofada ,2,https://libras.cin.ufpe.br/storage/videos/20210114112331_600053e37a2b0.mp4,https://libras.cin.ufpe.br/sign/408,123
Almofada ,3,https://libras.cin.ufpe.br/storage/videos/20210329075907_60625bbb4e5a3.mp4,https://libras.cin.ufpe.br/sign/408,123
Alto ,1,https://libras.cin.ufpe.br/storage/videos/20210123061217_600c91316c94a.mp4,https://libras.cin.ufpe.br/sign/723,132
Alto ,3,https://libras.cin.ufpe.br/storage/videos/20210210111827_6023eb330c927.mp4,https://libras.cin.ufpe.br/sign/723,132
Alto ,2,https://libras.cin.ufpe.br/storage/videos/20210621054159_60d0f997cc269.mp4,https://libras.cin.ufpe.br/sign/723,132
Altura ,1,https://libras.cin.ufpe.br/storage/videos/20210123061322_600c917244703.mp4,https://libras.cin.ufpe.br/sign/724,132
Altura ,3,https://libras.cin.ufpe.br/storage/videos/20210128094134_601359be58a5e.mp4,https://libras.cin.ufpe.br/sign/724,132
Altura ,2,https://libras.cin.ufpe.br/storage/videos/20210929044001_6154c1111bf0b.mp4,https://libras.cin.ufpe.br/sign/724,132
Aluno do Segundo Ano do Ensino Médio ,1,https://libras.cin.ufpe.br/storage/videos/20210209064808_6023031887e8d.mp4,https://libras.cin.ufpe.br/sign/1333,132
Aluno do Segundo Ano do Ensino Médio ,3,https://libras.cin.ufpe.br/storage/videos/20210210111150_6023e9a63ad38.mp4,https://libras.cin.ufpe.br/sign/1333,132
Aluno do Segundo Ano do Ensino Médio ,2,https://libras.cin.ufpe.br/storage/videos/20210621060600_60d0ff38dfe37.mp4,https://libras.cin.ufpe.br/sign/1333,132
Amanhã ,1,https://libras.cin.ufpe.br/storage/videos/20210117025936_60047b084ed6a.mp4,https://libras.cin.ufpe.br/sign/526,123
Amanhã ,2,https://libras.cin.ufpe.br/storage/videos/20210117025936_60047b08596c3.mp4,https://libras.cin.ufpe.br/sign/526,123
Amanhã ,3,https://libras.cin.ufpe.br/storage/videos/20210329075923_60625bcb39c6d.mp4,https://libras.cin.ufpe.br/sign/526,123
Amarelo ,3,https://libras.cin.ufpe.br/storage/videos/20210128055449_6013249957006.mp4,https://libras.cin.ufpe.br/sign/1219,312
Amarelo ,1,https://libras.cin.ufpe.br/storage/videos/20210505074731_609277c3e46cf.mp4,https://libras.cin.ufpe.br/sign/1219,312
Amarelo ,2,https://libras.cin.ufpe.br/storage/videos/20210929044021_6154c125729db.mp4,https://libras.cin.ufpe.br/sign/1219,312
Amargo ,1,https://libras.cin.ufpe.br/storage/videos/20210114112431_6000541fd8989.mp4,https://libras.cin.ufpe.br/sign/409,132
Amargo ,3,https://libras.cin.ufpe.br/storage/videos/20210329080040_60625c183ff41.mp4,https://libras.cin.ufpe.br/sign/409,132
Amargo ,2,https://libras.cin.ufpe.br/storage/videos/20210929044037_6154c1350e31d.mp4,https://libras.cin.ufpe.br/sign/409,132
Ambiente ,1,https://libras.cin.ufpe.br/storage/videos/20210114112520_60005450b9d29.mp4,https://libras.cin.ufpe.br/sign/410,123
Ambiente ,2,https://libras.cin.ufpe.br/storage/videos/20210114112520_60005450c2ffd.mp4,https://libras.cin.ufpe.br/sign/410,123
Ambiente ,3,https://libras.cin.ufpe.br/storage/videos/20210329080118_60625c3eede40.mp4,https://libras.cin.ufpe.br/sign/410,123
Ambos ,2,https://libras.cin.ufpe.br/storage/videos/20201224074428_5fe4710c7a9ed.mp4,https://libras.cin.ufpe.br/sign/217,213
Ambos ,1,https://libras.cin.ufpe.br/storage/videos/20201224064548_5fe50c0cd9bc3.mp4,https://libras.cin.ufpe.br/sign/217,213
Ambos ,3,https://libras.cin.ufpe.br/storage/videos/20210329080118_60625c3e421cd.mp4,https://libras.cin.ufpe.br/sign/217,213
Amigável ,3,https://libras.cin.ufpe.br/storage/videos/20210127093817_60115eb929de7.mp4,https://libras.cin.ufpe.br/sign/821,312
Amigável ,1,https://libras.cin.ufpe.br/storage/videos/20210128115600_60137940926fa.mp4,https://libras.cin.ufpe.br/sign/821,312
Amigável ,2,https://libras.cin.ufpe.br/storage/videos/20210929044104_6154c150c1fca.mp4,https://libras.cin.ufpe.br/sign/821,312
Amigo ,2,https://libras.cin.ufpe.br/storage/videos/20210123120917_600c3c1d11f60.mp4,https://libras.cin.ufpe.br/sign/629,213
Amigo ,1,https://libras.cin.ufpe.br/storage/videos/20210123061357_600c9195833f3.mp4,https://libras.cin.ufpe.br/sign/629,213
Amigo ,3,https://libras.cin.ufpe.br/storage/videos/20210329080332_60625cc4420a7.mp4,https://libras.cin.ufpe.br/sign/629,213
Analisar ,1,https://libras.cin.ufpe.br/storage/videos/20201221033440_5fe0eac0bcf91.mp4,https://libras.cin.ufpe.br/sign/122,123
Analisar ,2,https://libras.cin.ufpe.br/storage/videos/20201221033440_5fe0eac0c6f60.mp4,https://libras.cin.ufpe.br/sign/122,123
Analisar ,3,https://libras.cin.ufpe.br/storage/videos/20210329104556_6061da141bf60.mp4,https://libras.cin.ufpe.br/sign/122,123
